gid,role,role_score,cluster_id,priority_score,evidence,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,pagerank,pass_through,truncated_by_depth,pass_through_defined,active_days,activity_span_days,out_after_prior_day_in_tx,prior_day_in_fraction,betweenness,betweenness_pct,pagerank_pct,score_consolidator,score_transit,score_distributor,score_terminal,score_coordinator,score_peripheral,volume_pct,tx_pct,temporal_priority
100000001991973100,peripheral,1.0000000000,18,0.1423187941,in_deg=1; out_deg=0; in=20800; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,20800.0000000000,0.0000000000,1,0,0.0002950950,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.3320729537,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.2124270974,0.2626738448,0.0000000000
100000002015633100,peripheral,0.5441976428,10,0.1963026853,in_deg=1; out_deg=0; in=94970; out=0 KZT; tx=1/0; role_score=0.544; depth=3; truncated=0; is_seed=0,3,False,1,0,94970.0000000000,0.0000000000,1,0,0.0002870897,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.1109875445,0.0000000000,0.0000000000,0.0000000000,0.4558023572,0.0000000000,0.5441976428,0.5610139076,0.2626738448,0.0000000000
100000002028158100,peripheral,0.6230734361,3,0.1728498858,in_deg=1; out_deg=0; in=34800; out=0 KZT; tx=1/0; role_score=0.623; depth=2; truncated=0; is_seed=0,2,False,1,0,34800.0000000000,0.0000000000,1,0,0.0002950231,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.3307384342,0.0000000000,0.0000000000,0.0000000000,0.3769265639,0.0000000000,0.6230734361,0.3353521759,0.2626738448,0.0000000000
100000002032323100,peripheral,0.5197316182,42,0.5848179056,in_deg=1; out_deg=1; in=300000; out=1.05e+06 KZT; tx=1/2; role_score=0.520; depth=3; truncated=0; is_seed=0,3,False,1,1,300000.0000000000,1050000.0000000000,1,2,0.0004017165,3.5000000000,False,True,2,2,0,0.0000000000,0.0000196165,0.3823038397,0.7088523132,0.0000000000,0.3626200768,0.0000000000,0.0000000000,0.4802683818,0.5197316182,0.9441453567,0.7243158367,0.0000000000
100000002087788100,peripheral,0.5363402841,10,0.3203463494,in_deg=1; out_deg=0; in=100500; out=0 KZT; tx=1/0; role_score=0.536; depth=2; truncated=0; is_seed=0,2,False,1,0,100500.0000000000,0.0000000000,1,0,0.0006541584,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.9028024911,0.0000000000,0.0000000000,0.0000000000,0.4636597159,0.0000000000,0.5363402841,0.5820995962,0.2626738448,0.0000000000
100000002095257100,peripheral,0.7335297673,7,0.1565394004,in_deg=1; out_deg=0; in=8500; out=0 KZT; tx=1/0; role_score=0.734; depth=3; truncated=0; is_seed=0,3,False,1,0,8500.0000000000,0.0000000000,1,0,0.0003940862,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.7012900356,0.0000000000,0.0000000000,0.0000000000,0.2664702327,0.0000000000,0.7335297673,0.0477792732,0.2626738448,0.0000000000
100000002103448100,peripheral,0.6425657298,22,0.1337851881,in_deg=1; out_deg=0; in=27000; out=0 KZT; tx=1/0; role_score=0.643; depth=3; truncated=0; is_seed=0,3,False,1,0,27000.0000000000,0.0000000000,1,0,0.0002882205,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.1641459075,0.0000000000,0.0000000000,0.0000000000,0.3574342702,0.0000000000,0.6425657298,0.2790489009,0.2626738448,0.0000000000
100000002109656100,terminal,0.5523572076,24,0.3254326512,in_deg=1; out_deg=0; in=500000; out=0 KZT; tx=1/0; out/in=0; prev_day=0.000; depth=3; truncated=0; is_seed=0,3,False,1,0,500000.0000000000,0.0000000000,1,0,0.0003076827,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.4686387900,0.0000000000,0.0000000000,0.0000000000,0.5523572076,0.0000000000,0.4476427924,0.8629430238,0.2626738448,0.0000000000
100000002116705100,peripheral,0.6857812028,22,0.0963231611,in_deg=1; out_deg=0; in=17600; out=0 KZT; tx=1/0; role_score=0.686; depth=3; truncated=0; is_seed=0,3,False,1,0,17600.0000000000,0.0000000000,1,0,0.0002867641,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.0949733096,0.0000000000,0.0000000000,0.0000000000,0.3142187972,0.0000000000,0.6857812028,0.1707043517,0.2626738448,0.0000000000
100000002119762100,peripheral,1.0000000000,10,0.3744891676,in_deg=1; out_deg=0; in=77000; out=0 KZT; tx=6/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,77000.0000000000,0.0000000000,6,0,0.0005263978,0.0000000000,True,True,3,3,0,0.0000000000,0.0000000000,0.0000000000,0.7942615658,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.5127860027,0.8476895469,0.0000000000
100000002121357100,consolidator,0.6735418555,42,0.5566559826,in_deg=2; out_deg=1; in=255300; out=113000 KZT; tx=2/1; role_score=0.674; depth=3; truncated=0; is_seed=0,3,False,2,1,255300.0000000000,113000.0000000000,2,1,0.0003244778,0.4426165296,False,True,3,5,0,0.0000000000,0.0000215980,0.4607679466,0.5638345196,0.6735418555,0.2378414218,0.0000000000,0.4505053163,0.4916879185,0.3264581445,0.8086585913,0.7243158367,0.0000000000
100000002126791100,peripheral,1.0000000000,4,0.4744053984,in_deg=1; out_deg=0; in=1.313e+06; out=0 KZT; tx=3/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,1313000.0000000000,0.0000000000,3,0,0.0005683342,0.0000000000,True,True,3,7,0,0.0000000000,0.0000000000,0.0000000000,0.8685498221,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.9419021983,0.7243158367,0.0000000000
100000002130400100,peripheral,1.0000000000,26,0.1359026926,in_deg=1; out_deg=0; in=10000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,10000.0000000000,0.0000000000,1,0,0.0003157779,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.5255782918,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0706594886,0.2626738448,0.0000000000
100000002132479100,peripheral,0.8328800242,40,0.3470862540,in_deg=1; out_deg=1; in=30000; out=20000 KZT; tx=2/1; role_score=0.833; depth=2; truncated=0; is_seed=0,2,False,1,1,30000.0000000000,20000.0000000000,2,1,0.0006016153,0.6666666667,False,True,3,9,0,0.0000000000,0.0000000000,0.0000000000,0.8841192171,0.0000000000,0.1619996798,0.0000000000,0.1671199758,0.0000000000,0.8328800242,0.4232839838,0.7243158367,0.0000000000
100000002152857100,distributor,0.7447366314,46,0.7279241350,in_deg=1; out_deg=5; in=105000; out=1.23e+06 KZT; tx=1/6; role_score=0.745; depth=1; truncated=0; is_seed=0,1,False,1,5,105000.0000000000,1230000.0000000000,1,6,0.0002980866,11.7142857143,False,True,5,14,0,0.0000000000,0.0003134683,0.8722871452,0.3761120996,0.0000000000,0.3126941766,0.7447366314,0.0000000000,0.7234346316,0.2552633686,0.9436967250,0.8685509197,0.0000000000
100000002156381100,coordinator,0.7126814635,11,0.6533947171,in_deg=2; out_deg=1; in=61000; out=21800 KZT; tx=7/3; bet_pct=0.609; pr_pct=0.956; depth=2; truncated=0; is_seed=0,2,False,2,1,61000.0000000000,21800.0000000000,7,3,0.0010744198,0.3573770492,False,True,8,31,1,0.3333333333,0.0000424034,0.6085141903,0.9557384342,0.6528281455,0.2490233750,0.0000000000,0.5034268191,0.7126814635,0.2873185365,0.5251233737,0.9042171377,0.3014057126
100000002158488100,peripheral,0.6283620429,22,0.1551120811,in_deg=1; out_deg=0; in=31723; out=0 KZT; tx=1/0; role_score=0.628; depth=1; truncated=0; is_seed=0,1,False,1,0,31723.0000000000,0.0000000000,1,0,0.0002906454,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.2386565836,0.0000000000,0.0000000000,0.0000000000,0.3716379571,0.0000000000,0.6283620429,0.3196500673,0.2626738448,0.0000000000
100000002170580100,peripheral,0.5135237232,18,0.2971074682,in_deg=1; out_deg=0; in=150000; out=0 KZT; tx=1/0; role_score=0.514; depth=2; truncated=0; is_seed=0,2,False,1,0,150000.0000000000,0.0000000000,1,0,0.0003549893,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.6394572954,0.0000000000,0.0000000000,0.0000000000,0.4864762768,0.0000000000,0.5135237232,0.6471511889,0.2626738448,0.0000000000
100000002173070100,peripheral,0.6345572681,16,0.1432979756,in_deg=1; out_deg=0; in=30000; out=0 KZT; tx=1/0; role_score=0.635; depth=2; truncated=0; is_seed=0,2,False,1,0,30000.0000000000,0.0000000000,1,0,0.0002889724,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.1890569395,0.0000000000,0.0000000000,0.0000000000,0.3654427319,0.0000000000,0.6345572681,0.3021534320,0.2626738448,0.0000000000
100000002173161100,consolidator,0.9466606225,16,0.4710413494,in_deg=3; out_deg=0; in=1.4275e+06; out=0 KZT; tx=5/0; role_score=0.947; depth=1; truncated=0; is_seed=0,1,False,3,0,1427500.0000000000,0.0000000000,5,0,0.0004328870,0.0000000000,False,True,3,8,0,0.0000000000,0.0000000000,0.0000000000,0.7364323843,0.9466606225,0.0000000000,0.0000000000,0.9466606225,0.0000000000,0.0533393775,0.9486316734,0.8227904890,0.0000000000
100000002175422100,coordinator,0.8513174018,36,0.8229380702,in_deg=3; out_deg=6; in=68500; out=1.62119e+06 KZT; tx=5/14; bet_pct=0.816; pr_pct=0.935; depth=2; truncated=0; is_seed=0,2,False,3,6,68500.0000000000,1621188.0000000000,5,14,0.0008395716,23.6669781022,False,True,11,28,2,0.1428571429,0.0001587156,0.8155258765,0.9348309609,0.5378261308,0.5444271039,0.7398735191,0.0000000000,0.8513174018,0.1486825982,0.9589502019,0.9589502019,0.1369928860
100000002182176100,peripheral,0.6084164400,0,0.1740269552,in_deg=1; out_deg=0; in=42465; out=0 KZT; tx=1/0; role_score=0.608; depth=1; truncated=0; is_seed=0,1,False,1,0,42465.0000000000,0.0000000000,1,0,0.0002919438,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.2697953737,0.0000000000,0.0000000000,0.0000000000,0.3915835600,0.0000000000,0.6084164400,0.3766262898,0.2626738448,0.0000000000
100000002184107100,peripheral,0.7419159867,38,0.0732269869,in_deg=1; out_deg=0; in=6066; out=0 KZT; tx=1/0; role_score=0.742; depth=3; truncated=0; is_seed=0,3,False,1,0,6066.0000000000,0.0000000000,1,0,0.0002886182,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.1761565836,0.0000000000,0.0000000000,0.0000000000,0.2580840133,0.0000000000,0.7419159867,0.0296096904,0.2626738448,0.0000000000
100000002185328100,coordinator,0.6639429818,32,0.5793245640,in_deg=1; out_deg=4; in=15000; out=55000 KZT; tx=1/4; bet_pct=0.679; pr_pct=0.630; depth=3; truncated=0; is_seed=0,3,False,1,4,15000.0000000000,55000.0000000000,1,4,0.0003497927,3.6666666667,False,True,5,29,0,0.0000000000,0.0000616237,0.6786310518,0.6296708185,0.0000000000,0.2151398390,0.5396974063,0.0000000000,0.6639429818,0.3360570182,0.4957379991,0.8227904890,0.0000000000
100000002188586100,peripheral,1.0000000000,18,0.1851488298,in_deg=1; out_deg=0; in=38310; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,38310.0000000000,0.0000000000,1,0,0.0002982689,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.3783362989,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.3559892328,0.2626738448,0.0000000000
100000002188829100,terminal,0.5421577516,2,0.3439667272,in_deg=1; out_deg=0; in=400000; out=0 KZT; tx=1/0; out/in=0; prev_day=0.000; depth=1; truncated=0; is_seed=0,1,False,1,0,400000.0000000000,0.0000000000,1,0,0.0003634837,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.6572508897,0.0000000000,0.0000000000,0.0000000000,0.5421577516,0.0000000000,0.4578422484,0.8239120682,0.2626738448,0.0000000000
100000002193259100,coordinator,0.7600969365,7,0.6509547042,in_deg=2; out_deg=3; in=48000; out=58000 KZT; tx=2/3; bet_pct=0.682; pr_pct=0.942; depth=2; truncated=0; is_seed=0,2,False,2,3,48000.0000000000,58000.0000000000,2,3,0.0008834379,1.2083333333,False,True,4,10,0,0.0000000000,0.0000643977,0.6819699499,0.9423932384,0.4827440314,0.4696056511,0.4384245917,0.0000000000,0.7600969365,0.2399030635,0.5899506505,0.8227904890,0.0000000000
100000002194320100,peripheral,1.0000000000,3,0.3446231304,in_deg=1; out_deg=0; in=275000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,275000.0000000000,0.0000000000,1,0,0.0004835694,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.7666814947,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.7608793181,0.2626738448,0.0000000000
100000002194329100,peripheral,0.6496675733,0,0.1118819690,in_deg=1; out_deg=0; in=25170; out=0 KZT; tx=1/0; role_score=0.650; depth=3; truncated=0; is_seed=0,3,False,1,0,25170.0000000000,0.0000000000,1,0,0.0002854450,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.0491548043,0.0000000000,0.0000000000,0.0000000000,0.3503324267,0.0000000000,0.6496675733,0.2604306864,0.2626738448,0.0000000000
100000002199091100,peripheral,0.5702629193,22,0.2284331150,in_deg=1; out_deg=0; in=65000; out=0 KZT; tx=1/0; role_score=0.570; depth=2; truncated=0; is_seed=0,2,False,1,0,65000.0000000000,0.0000000000,1,0,0.0003059470,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.4552935943,0.0000000000,0.0000000000,0.0000000000,0.4297370807,0.0000000000,0.5702629193,0.4829519964,0.2626738448,0.0000000000
100000002205022100,coordinator,0.6953797180,31,0.6831990559,in_deg=1; out_deg=3; in=7100; out=518000 KZT; tx=1/3; bet_pct=0.634; pr_pct=0.840; depth=2; truncated=0; is_seed=0,2,False,1,3,7100.0000000000,518000.0000000000,1,3,0.0005423513,72.9577464789,False,True,4,12,0,0.0000000000,0.0000545124,0.6335559265,0.8396352313,0.0000000000,0.1714529105,0.5925792507,0.0000000000,0.6953797180,0.3046202820,0.8705697622,0.7857783760,0.0000000000
100000002208836100,peripheral,1.0000000000,10,0.2624103385,in_deg=1; out_deg=0; in=90000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,90000.0000000000,0.0000000000,1,0,0.0003279859,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.5745106762,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.5473306415,0.2626738448,0.0000000000
100000002211413100,peripheral,0.6184647930,22,0.1662937466,in_deg=1; out_deg=0; in=37000; out=0 KZT; tx=1/0; role_score=0.618; depth=1; truncated=0; is_seed=0,1,False,1,0,37000.0000000000,0.0000000000,1,0,0.0002917447,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.2653469751,0.0000000000,0.0000000000,0.0000000000,0.3815352070,0.0000000000,0.6184647930,0.3483624944,0.2626738448,0.0000000000
100000002212494100,peripheral,0.5092928377,36,0.3010358392,in_deg=1; out_deg=0; in=160000; out=0 KZT; tx=1/0; role_score=0.509; depth=3; truncated=0; is_seed=0,3,False,1,0,160000.0000000000,0.0000000000,1,0,0.0003544682,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.6372330961,0.0000000000,0.0000000000,0.0000000000,0.4907071623,0.0000000000,0.5092928377,0.6641991925,0.2626738448,0.0000000000
100000002214207100,peripheral,1.0000000000,26,0.3175232229,in_deg=1; out_deg=0; in=97000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,97000.0000000000,0.0000000000,1,0,0.0006860180,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.9090302491,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.5670704352,0.2626738448,0.0000000000
100000002214301100,coordinator,0.5619174380,0,0.4452139904,in_deg=1; out_deg=1; in=21438; out=8000 KZT; tx=1/1; bet_pct=0.737; pr_pct=0.153; depth=1; truncated=0; is_seed=0,1,False,1,1,21438.0000000000,8000.0000000000,1,1,0.0002880288,0.3731691389,False,True,2,20,0,0.0000000000,0.0000961012,0.7370617696,0.1532473310,0.0000000000,0.1158493499,0.0000000000,0.2088015463,0.5619174380,0.4380825620,0.2936294302,0.6056527591,0.0000000000
100000002214383100,peripheral,1.0000000000,22,0.3390258117,in_deg=1; out_deg=0; in=213000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,213000.0000000000,0.0000000000,1,0,0.0005277341,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.8022686833,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.7171377299,0.2626738448,0.0000000000
100000002214570100,peripheral,0.6439256573,22,0.1390252928,in_deg=1; out_deg=0; in=26471; out=0 KZT; tx=1/0; role_score=0.644; depth=1; truncated=0; is_seed=0,1,False,1,0,26471.0000000000,0.0000000000,1,0,0.0002895514,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.2061832740,0.0000000000,0.0000000000,0.0000000000,0.3560743427,0.0000000000,0.6439256573,0.2747869000,0.2626738448,0.0000000000
100000002214664100,peripheral,0.8216478686,22,0.2879412344,in_deg=1; out_deg=1; in=7950; out=76950 KZT; tx=1/2; role_score=0.822; depth=3; truncated=0; is_seed=0,3,False,1,1,7950.0000000000,76950.0000000000,1,2,0.0002852690,9.6792452830,False,True,1,1,0,0.0000000000,0.0000013870,0.1143572621,0.0420373665,0.0000000000,0.1783521314,0.0000000000,0.0000000000,0.0926612934,0.8216478686,0.5318528488,0.7243158367,0.0000000000
100000002216999100,peripheral,0.6593381686,22,0.1198833288,in_deg=1; out_deg=0; in=23677; out=0 KZT; tx=1/0; role_score=0.659; depth=3; truncated=0; is_seed=0,3,False,1,0,23677.0000000000,0.0000000000,1,0,0.0002877057,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.1421263345,0.0000000000,0.0000000000,0.0000000000,0.3406618314,0.0000000000,0.6593381686,0.2366532077,0.2626738448,0.0000000000
100000002217161100,coordinator,0.8502136939,38,0.8507154513,in_deg=2; out_deg=7; in=404750; out=995132 KZT; tx=15/19; bet_pct=0.811; pr_pct=0.943; depth=2; truncated=0; is_seed=0,2,False,2,7,404750.0000000000,995132.0000000000,15,19,0.0008841210,2.4586337245,False,True,21,30,8,0.4210526316,0.0001551490,0.8105175292,0.9428380783,0.5580151775,0.7059068327,0.7904792400,0.0000000000,0.8502136939,0.1497863061,0.9472857784,0.9827276806,0.4137800760
100000002217806100,peripheral,1.0000000000,19,0.3170533271,in_deg=1; out_deg=0; in=55000; out=0 KZT; tx=2/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,55000.0000000000,0.0000000000,2,0,0.0004609321,0.0000000000,True,True,2,16,0,0.0000000000,0.0000000000,0.0000000000,0.7502224199,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.4546882010,0.6056527591,0.0000000000
100000002224132100,consolidator,0.7656139821,21,0.6357470015,in_deg=5; out_deg=4; in=3.95102e+06; out=1.2115e+07 KZT; tx=10/25; role_score=0.766; depth=2; truncated=0; is_seed=0,2,False,5,4,3951020.0000000000,12115000.0000000000,10,25,0.0063384466,3.0662968044,False,True,15,28,5,0.2000000000,0.0000062416,0.1961602671,0.9997775801,0.7656139821,0.6847528304,0.6580478173,0.0000000000,0.4372454610,0.2343860179,0.9993270525,0.9840735756,0.1968147151
100000002227960100,peripheral,1.0000000000,32,0.1126486891,in_deg=1; out_deg=0; in=10000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,10000.0000000000,0.0000000000,1,0,0.0002977947,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.3705516014,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0706594886,0.2626738448,0.0000000000
100000002227989100,peripheral,1.0000000000,32,0.1935330632,in_deg=1; out_deg=0; in=20000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,20000.0000000000,0.0000000000,1,0,0.0003921550,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.6981761566,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.1976222521,0.2626738448,0.0000000000
100000002229615100,peripheral,1.0000000000,32,0.2401711596,in_deg=1; out_deg=0; in=25000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,25000.0000000000,0.0000000000,1,0,0.0007137726,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.9152580071,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.2539255271,0.2626738448,0.0000000000
100000002231144100,peripheral,1.0000000000,32,0.1713393561,in_deg=1; out_deg=0; in=15000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,15000.0000000000,0.0000000000,1,0,0.0003651256,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.6612544484,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.1310004486,0.2626738448,0.0000000000
100000002232266100,peripheral,0.6044122091,8,0.1812724466,in_deg=1; out_deg=0; in=45000; out=0 KZT; tx=1/0; role_score=0.604; depth=3; truncated=0; is_seed=0,3,False,1,0,45000.0000000000,0.0000000000,1,0,0.0002931208,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.2960409253,0.0000000000,0.0000000000,0.0000000000,0.3955877909,0.0000000000,0.6044122091,0.3898609242,0.2626738448,0.0000000000
100000002236528100,peripheral,0.5692807495,1,0.2288178645,in_deg=1; out_deg=0; in=66000; out=0 KZT; tx=1/0; role_score=0.569; depth=3; truncated=0; is_seed=0,3,False,1,0,66000.0000000000,0.0000000000,1,0,0.0003055513,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.4526245552,0.0000000000,0.0000000000,0.0000000000,0.4307192505,0.0000000000,0.5692807495,0.4860924181,0.2626738448,0.0000000000
100000002241986100,distributor,0.8295594895,30,0.6965074896,in_deg=1; out_deg=6; in=280000; out=3.077e+06 KZT; tx=1/12; role_score=0.830; depth=3; truncated=0; is_seed=0,3,False,1,6,280000.0000000000,3077000.0000000000,1,12,0.0002930367,10.9892857143,False,True,12,30,0,0.0000000000,0.0001153215,0.7612687813,0.2942615658,0.0000000000,0.3533001886,0.8295594895,0.0000000000,0.6211666167,0.1704405105,0.9854194706,0.9304620906,0.0000000000
100000002242066100,peripheral,1.0000000000,38,0.2792953040,in_deg=1; out_deg=0; in=60000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,60000.0000000000,0.0000000000,1,0,0.0005306042,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.8160587189,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.4699416779,0.2626738448,0.0000000000
100000002242455100,peripheral,1.0000000000,10,0.3098320834,in_deg=1; out_deg=0; in=110000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,110000.0000000000,0.0000000000,1,0,0.0005290205,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.8102758007,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.5955585464,0.2626738448,0.0000000000
100000002243354100,peripheral,0.6688576609,22,0.1177423399,in_deg=1; out_deg=0; in=20879; out=0 KZT; tx=1/0; role_score=0.669; depth=1; truncated=0; is_seed=0,1,False,1,0,20879.0000000000,0.0000000000,1,0,0.0002883865,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.1674822064,0.0000000000,0.0000000000,0.0000000000,0.3311423391,0.0000000000,0.6688576609,0.2128757290,0.2626738448,0.0000000000
100000002255058100,terminal,0.6867633726,2,0.4141466409,in_deg=1; out_deg=0; in=491500; out=0 KZT; tx=2/0; out/in=0; prev_day=0.000; depth=3; truncated=0; is_seed=0,3,False,1,0,491500.0000000000,0.0000000000,2,0,0.0004236117,0.0000000000,False,True,2,12,0,0.0000000000,0.0000000000,0.0000000000,0.7253113879,0.0000000000,0.0000000000,0.0000000000,0.6867633726,0.0000000000,0.3132366274,0.8580080754,0.6056527591,0.0000000000
100000002257794100,peripheral,0.5109549713,34,0.3442039751,in_deg=1; out_deg=0; in=154000; out=0 KZT; tx=1/0; role_score=0.511; depth=3; truncated=0; is_seed=0,3,False,1,0,154000.0000000000,0.0000000000,1,0,0.0008545063,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.9366103203,0.0000000000,0.0000000000,0.0000000000,0.4890450287,0.0000000000,0.5109549713,0.6572454015,0.2626738448,0.0000000000
100000002258492100,peripheral,1.0000000000,47,0.1771328964,in_deg=1; out_deg=0; in=9000; out=0 KZT; tx=1/0; role_score=1.000; depth=4; truncated=1; is_seed=0,4,False,1,0,9000.0000000000,0.0000000000,1,0,0.0005369137,0.0000000000,True,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.8318505338,0.0000000000,0.0000000000,0.0000000000,0.0000000000,0.0000000000,1.0000000000,0.0518169583,0.2626738448,0.0000000000
100000002267998100,coordinator,0.7553647018,29,0.7656758458,in_deg=2; out_deg=3; in=420000; out=1.115e+06 KZT; tx=4/12; bet_pct=0.661; pr_pct=0.975; depth=2; truncated=0; is_seed=0,2,False,2,3,420000.0000000000,1115000.0000000000,4,12,0.0015903176,2.6547619048,False,True,12,27,1,0.0833333333,0.0000588496,0.6611018364,0.9753113879,0.6184496827,0.6128098396,0.6514889529,0.0000000000,0.7553647018,0.2446352982,0.9540152535,0.9441453567,0.0786787797
100000002284426100,terminal,0.5869598066,10,0.2431276383,in_deg=1; out_deg=0; in=90000; out=0 KZT; tx=2/0; out/in=0; prev_day=0.000; depth=3; truncated=0; is_seed=0,3,False,1,0,90000.0000000000,0.0000000000,2,0,0.0002869299,0.0000000000,False,True,2,14,0,0.0000000000,0.0000000000,0.0000000000,0.1029804270,0.0000000000,0.0000000000,0.0000000000,0.5869598066,0.0000000000,0.4130401934,0.5473306415,0.6056527591,0.0000000000
100000002289937100,peripheral,0.6745240254,22,0.1131949849,in_deg=1; out_deg=0; in=20000; out=0 KZT; tx=1/0; role_score=0.675; depth=1; truncated=0; is_seed=0,1,False,1,0,20000.0000000000,0.0000000000,1,0,0.0002882034,0.0000000000,False,True,1,1,0,0.0000000000,0.0000000000,0.0000000000,0.1625889680,0.0000000000,0.0000000000,0.0000000000,0.3254759746,0.0000000000,0.6745240254,0.1976222521,0.2626738448,0.0000000000
